ID,OKRES_OBEC,KOD_PRACOVISTE,KRAJ_NAZEV
5298,Olomouc-Náklo,805,Olomoucký kraj
5299,Olomouc-Náměšť na Hané,805,Olomoucký kraj
5300,Olomouc-Paseka,805,Olomoucký kraj
5301,Olomouc-Příkazy,805,Olomoucký kraj
5302,Olomouc-Senice na Hané,805,Olomoucký kraj
5303,Olomouc-Slatinice,805,Olomoucký kraj
5304,Olomouc-Štěpánov,805,Olomoucký kraj
5305,Olomouc-Šternberk,805,Olomoucký kraj
5306,Olomouc-Šumvald,805,Olomoucký kraj
5307,Olomouc-Těšetice,805,Olomoucký kraj
5308,Olomouc-Troubelice,805,Olomoucký kraj
5309,Olomouc-Tršice,805,Olomoucký kraj
5310,Olomouc-Újezd,805,Olomoucký kraj
5311,Olomouc-Uničov,805,Olomoucký kraj
5312,Olomouc-Velká Bystřice,805,Olomoucký kraj
5313,Olomouc-Velký Týnec,805,Olomoucký kraj
5314,Olomouc-Velký Újezd,805,Olomoucký kraj
5315,Olomouc-Žerotín,805,Olomoucký kraj
5316,Olomouc-Lipinka,805,Olomoucký kraj
5317,Olomouc-Domašov nad Bystřicí,805,Olomoucký kraj
5318,Olomouc-Hraničné Petrovice,805,Olomoucký kraj
5319,Olomouc-Střeň,805,Olomoucký kraj
5320,Olomouc-Bystrovany,805,Olomoucký kraj
5321,Olomouc-Samotišky,805,Olomoucký kraj
5322,Olomouc-Mutkov,805,Olomoucký kraj
5323,Olomouc-Komárov,805,Olomoucký kraj
5324,Olomouc-Štarnov,805,Olomoucký kraj
5325,Olomouc-Hlušovice,805,Olomoucký kraj
5326,Olomouc-Loučka,805,Olomoucký kraj
5327,Olomouc-Bílsko,805,Olomoucký kraj
5328,Olomouc-Dubčany,805,Olomoucký kraj
5329,Olomouc-Tovéř,805,Olomoucký kraj
5330,Olomouc-Věrovany,805,Olomoucký kraj
5331,Olomouc-Skrbeň,805,Olomoucký kraj
5332,Olomouc-Pňovice,805,Olomoucký kraj
5333,Olomouc-Haňovice,805,Olomoucký kraj
5334,Olomouc-Červenka,805,Olomoucký kraj
5335,Olomouc-Slavětín,805,Olomoucký kraj
5336,Olomouc-Luběnice,805,Olomoucký kraj
5337,Olomouc-Loučany,805,Olomoucký kraj
5338,Olomouc-Olbramice,805,Olomoucký kraj
5339,Olomouc-Senička,805,Olomoucký kraj
5340,Olomouc-Lipina,805,Olomoucký kraj
5341,Olomouc-Domašov u Šternberka,805,Olomoucký kraj
5342,Olomouc-Hlásnice,805,Olomoucký kraj
5343,Olomouc-Mladějovice,805,Olomoucký kraj
5344,Olomouc-Babice,805,Olomoucký kraj
5345,Olomouc-Ústín,805,Olomoucký kraj
5346,Olomouc-Medlov,805,Olomoucký kraj
5347,Olomouc-Nová Hradečná,805,Olomoucký kraj
5348,Olomouc-Želechovice,805,Olomoucký kraj
5349,Olomouc-Bukovany,805,Olomoucký kraj
5350,Olomouc-Přáslavice,805,Olomoucký kraj
5351,Olomouc-Svésedlice,805,Olomoucký kraj
5352,Olomouc-Krčmaň,805,Olomoucký kraj
5353,Olomouc-Daskabát,805,Olomoucký kraj
5354,Olomouc-Řídeč,805,Olomoucký kraj
5355,Olomouc-Křelov-Břuchotín,805,Olomoucký kraj
5356,Olomouc-Mrsklesy,805,Olomoucký kraj
5357,Olomouc-Doloplazy,805,Olomoucký kraj
5358,Olomouc-Charváty,805,Olomoucký kraj
5359,Olomouc-Měrotín,805,Olomoucký kraj
5360,Olomouc-Vilémov,805,Olomoucký kraj
5361,Olomouc-Liboš,805,Olomoucký kraj
5362,Olomouc-Strukov,805,Olomoucký kraj
5363,Olomouc-Suchonice,805,Olomoucký kraj
5364,Olomouc-Horní Loděnice,805,Olomoucký kraj
5365,Olomouc-Lužice,805,Olomoucký kraj
5366,Olomouc-Huzová,805,Olomoucký kraj
5367,Olomouc-Moravský Beroun,805,Olomoucký kraj
5368,Olomouc-Norberčany,805,Olomoucký kraj
5369,Prostějov-Alojzov,709,Olomoucký kraj
5370,Prostějov-Seloutky,709,Olomoucký kraj
5371,Prostějov-Hruška,709,Olomoucký kraj
5372,Prostějov-Vincencov,709,Olomoucký kraj
5373,Prostějov-Hačky,709,Olomoucký kraj
5374,Prostějov-Polomí,709,Olomoucký kraj
5375,Prostějov-Pavlovice u Kojetína,709,Olomoucký kraj
5376,Prostějov-Držovice,709,Olomoucký kraj
5377,Prostějov-Prostějov,709,Olomoucký kraj
5378,Prostějov-Bedihošť,709,Olomoucký kraj
5379,Prostějov-Bílovice-Lutotín,709,Olomoucký kraj
5380,Prostějov-Biskupice,709,Olomoucký kraj
5381,Prostějov-Bohuslavice,709,Olomoucký kraj
5382,Prostějov-Bousín,709,Olomoucký kraj
5383,Prostějov-Brodek u Konice,709,Olomoucký kraj
5384,Prostějov-Brodek u Prostějova,709,Olomoucký kraj
5385,Prostějov-Březsko,709,Olomoucký kraj
5386,Prostějov-Budětsko,709,Olomoucký kraj
5387,Prostějov-Buková,709,Olomoucký kraj
5388,Prostějov-Čehovice,709,Olomoucký kraj
5389,Prostějov-Čechy pod Kosířem,709,Olomoucký kraj
5390,Prostějov-Čelčice,709,Olomoucký kraj
5391,Prostějov-Čelechovice na Hané,709,Olomoucký kraj
5392,Prostějov-Dětkovice,709,Olomoucký kraj
5393,Prostějov-Dobrochov,709,Olomoucký kraj
5394,Prostějov-Dobromilice,709,Olomoucký kraj
5395,Prostějov-Doloplazy,709,Olomoucký kraj
5396,Prostějov-Drahany,709,Olomoucký kraj
5397,Prostějov-Dřevnovice,709,Olomoucký kraj
5398,Prostějov-Dzbel,709,Olomoucký kraj
5399,Prostějov-Hluchov,709,Olomoucký kraj
5400,Prostějov-Horní Štěpánov,709,Olomoucký kraj
5401,Prostějov-Hradčany-Kobeřice,709,Olomoucký kraj
5402,Prostějov-Hrdibořice,709,Olomoucký kraj
5403,Prostějov-Hrubčice,709,Olomoucký kraj
5404,Prostějov-Hvozd,709,Olomoucký kraj
5405,Prostějov-Ivaň,709,Olomoucký kraj
5406,Prostějov-Jesenec,709,Olomoucký kraj
5407,Prostějov-Kladky,709,Olomoucký kraj
5408,Prostějov-Klenovice na Hané,709,Olomoucký kraj
5409,Prostějov-Klopotovice,709,Olomoucký kraj
5410,Prostějov-Konice,709,Olomoucký kraj
5411,Prostějov-Kostelec na Hané,709,Olomoucký kraj
5412,Prostějov-Koválovice-Osíčany,709,Olomoucký kraj
5413,Prostějov-Kralice na Hané,709,Olomoucký kraj
5414,Prostějov-Krumsín,709,Olomoucký kraj
5415,Prostějov-Laškov,709,Olomoucký kraj
5416,Prostějov-Lešany,709,Olomoucký kraj
5417,Prostějov-Lipová,709,Olomoucký kraj
5418,Prostějov-Ludmírov,709,Olomoucký kraj
5419,Prostějov-Malé Hradisko,709,Olomoucký kraj
5420,Prostějov-Mořice,709,Olomoucký kraj
5421,Prostějov-Mostkovice,709,Olomoucký kraj
5422,Prostějov-Myslejovice,709,Olomoucký kraj
5423,Prostějov-Němčice nad Hanou,709,Olomoucký kraj
5424,Prostějov-Nezamyslice,709,Olomoucký kraj
5425,Prostějov-Niva,709,Olomoucký kraj
5426,Prostějov-Obědkovice,709,Olomoucký kraj
5427,Prostějov-Ohrozim,709,Olomoucký kraj
5428,Prostějov-Ochoz,709,Olomoucký kraj
5429,Prostějov-Olšany u Prostějova,709,Olomoucký kraj
5430,Prostějov-Ondratice,709,Olomoucký kraj
5431,Prostějov-Otaslavice,709,Olomoucký kraj
5432,Prostějov-Otinoves,709,Olomoucký kraj
5433,Prostějov-Pěnčín,709,Olomoucký kraj
5434,Prostějov-Pivín,709,Olomoucký kraj
5435,Prostějov-Plumlov,709,Olomoucký kraj
5436,Prostějov-Prostějovičky,709,Olomoucký kraj
5437,Prostějov-Protivanov,709,Olomoucký kraj
5438,Prostějov-Přemyslovice,709,Olomoucký kraj
5439,Prostějov-Ptení,709,Olomoucký kraj
5440,Prostějov-Raková u Konice,709,Olomoucký kraj
5441,Prostějov-Rakůvka,709,Olomoucký kraj
5442,Prostějov-Rozstání,709,Olomoucký kraj
5443,Prostějov-Skalka,709,Olomoucký kraj
5444,Prostějov-Skřípov,709,Olomoucký kraj
5445,Prostějov-Slatinky,709,Olomoucký kraj
5446,Prostějov-Smržice,709,Olomoucký kraj
5447,Prostějov-Srbce,709,Olomoucký kraj
5448,Prostějov-Stařechovice,709,Olomoucký kraj
5449,Prostějov-Stínava,709,Olomoucký kraj
5450,Prostějov-Stražisko,709,Olomoucký kraj
5451,Prostějov-Suchdol,709,Olomoucký kraj
5452,Prostějov-Šubířov,709,Olomoucký kraj
5453,Prostějov-Tištín,709,Olomoucký kraj
5454,Prostějov-Tvorovice,709,Olomoucký kraj
5455,Prostějov-Určice,709,Olomoucký kraj
5456,Prostějov-Víceměřice,709,Olomoucký kraj
5457,Prostějov-Vícov,709,Olomoucký kraj
5458,Prostějov-Vitčice,709,Olomoucký kraj
5459,Prostějov-Vranovice-Kelčice,709,Olomoucký kraj
5460,Prostějov-Vrbátky,709,Olomoucký kraj
5461,Prostějov-Vrchoslavice,709,Olomoucký kraj
5462,Prostějov-Vřesovice,709,Olomoucký kraj
5463,Prostějov-Výšovice,709,Olomoucký kraj
5464,Prostějov-Zdětín,709,Olomoucký kraj
5465,Prostějov-Želeč,709,Olomoucký kraj
5466,Přerov-Luboměř pod Strážnou,835,Olomoucký kraj
5467,Přerov-Přerov,808,Olomoucký kraj
5468,Přerov-Bělotín,835,Olomoucký kraj
5469,Přerov-Beňov,808,Olomoucký kraj
5470,Přerov-Bezuchov,808,Olomoucký kraj
5471,Přerov-Bochoř,808,Olomoucký kraj
5472,Přerov-Brodek u Přerova,808,Olomoucký kraj
5473,Přerov-Buk,808,Olomoucký kraj
5474,Přerov-Býškovice,835,Olomoucký kraj
5475,Přerov-Citov,808,Olomoucký kraj
5476,Přerov-Čelechovice,808,Olomoucký kraj
5477,Přerov-Černotín,835,Olomoucký kraj
5478,Přerov-Dobrčice,808,Olomoucký kraj
5479,Přerov-Dolní Újezd,808,Olomoucký kraj
5480,Přerov-Domaželice,808,Olomoucký kraj
5481,Přerov-Dřevohostice,808,Olomoucký kraj
5482,Přerov-Horní Moštěnice,808,Olomoucký kraj
5483,Přerov-Hrabůvka,835,Olomoucký kraj
5484,Přerov-Hradčany,808,Olomoucký kraj
5485,Přerov-Hranice,835,Olomoucký kraj
5486,Přerov-Hustopeče nad Bečvou,835,Olomoucký kraj
5487,Přerov-Jindřichov,835,Olomoucký kraj
5488,Přerov-Klokočí,835,Olomoucký kraj
5489,Přerov-Kojetín,808,Olomoucký kraj
5490,Přerov-Kokory,808,Olomoucký kraj
5491,Přerov-Lazníčky,808,Olomoucký kraj
5492,Přerov-Lazníky,808,Olomoucký kraj
5493,Přerov-Lhota,808,Olomoucký kraj
5494,Přerov-Lhotka,808,Olomoucký kraj
5495,Přerov-Lipník nad Bečvou,808,Olomoucký kraj
5496,Přerov-Lipová,808,Olomoucký kraj
5497,Přerov-Líšná,808,Olomoucký kraj
5498,Přerov-Lobodice,808,Olomoucký kraj
5499,Přerov-Malhotice,835,Olomoucký kraj
5500,Přerov-Milenov,835,Olomoucký kraj
5501,Přerov-Milotice nad Bečvou,835,Olomoucký kraj
5502,Přerov-Nelešovice,808,Olomoucký kraj
5503,Přerov-Oldřichov,808,Olomoucký kraj
5504,Přerov-Opatovice,835,Olomoucký kraj
5505,Přerov-Oprostovice,808,Olomoucký kraj
5506,Přerov-Osek nad Bečvou,808,Olomoucký kraj
5507,Přerov-Paršovice,835,Olomoucký kraj
5508,Přerov-Partutovice,835,Olomoucký kraj
5509,Přerov-Pavlovice u Přerova,808,Olomoucký kraj
5510,Přerov-Podolí,808,Olomoucký kraj
5511,Přerov-Polkovice,808,Olomoucký kraj
5512,Přerov-Polom,835,Olomoucký kraj
5513,Přerov-Potštát,835,Olomoucký kraj
5514,Přerov-Prosenice,808,Olomoucký kraj
5515,Přerov-Provodovice,835,Olomoucký kraj
5516,Přerov-Přestavlky,808,Olomoucký kraj
5517,Přerov-Radíkov,835,Olomoucký kraj
5518,Přerov-Radkova Lhota,808,Olomoucký kraj
5519,Přerov-Radkovy,808,Olomoucký kraj
5520,Přerov-Radotín,808,Olomoucký kraj
5521,Přerov-Radslavice,808,Olomoucký kraj
5522,Přerov-Radvanice,808,Olomoucký kraj
5523,Přerov-Rakov,835,Olomoucký kraj
5524,Přerov-Rokytnice,808,Olomoucký kraj
5525,Přerov-Rouské,835,Olomoucký kraj
5526,Přerov-Říkovice,808,Olomoucký kraj
5527,Přerov-Skalička,835,Olomoucký kraj
5528,Přerov-Sobíšky,808,Olomoucký kraj
5529,Přerov-Soběchleby,808,Olomoucký kraj
5530,Přerov-Stará Ves,808,Olomoucký kraj
5531,Přerov-Střítež nad Ludinou,835,Olomoucký kraj
5532,Přerov-Sušice,808,Olomoucký kraj
5533,Přerov-Teplice nad Bečvou,835,Olomoucký kraj
5534,Přerov-Tovačov,808,Olomoucký kraj
5535,Přerov-Troubky,808,Olomoucký kraj
5536,Přerov-Tučín,808,Olomoucký kraj
5537,Přerov-Ústí,835,Olomoucký kraj
5538,Přerov-Veselíčko,808,Olomoucký kraj
5539,Přerov-Všechovice,835,Olomoucký kraj
5540,Přerov-Zámrsky,835,Olomoucký kraj
5541,Přerov-Žákovice,808,Olomoucký kraj
5542,Přerov-Želatovice,808,Olomoucký kraj
5543,Přerov-Vlkoš,808,Olomoucký kraj
5544,Přerov-Výkleky,808,Olomoucký kraj
5545,Přerov-Zábeštní Lhota,808,Olomoucký kraj
5546,Přerov-Věžky,808,Olomoucký kraj
5547,Přerov-Čechy,808,Olomoucký kraj
5548,Přerov-Křtomil,808,Olomoucký kraj
5549,Přerov-Nahošovice,808,Olomoucký kraj
5550,Přerov-Turovice,808,Olomoucký kraj
5551,Přerov-Olšovec,835,Olomoucký kraj
5552,Přerov-Uhřičice,808,Olomoucký kraj
5553,Přerov-Stříbrnice,808,Olomoucký kraj
5554,Přerov-Měrovice nad Hanou,808,Olomoucký kraj
5555,Přerov-Šišma,808,Olomoucký kraj
5556,Přerov-Horní Těšice,835,Olomoucký kraj
5557,Přerov-Dolní Těšice,835,Olomoucký kraj
5558,Přerov-Oplocany,808,Olomoucký kraj
5559,Přerov-Jezernice,808,Olomoucký kraj
5560,Přerov-Císařov,808,Olomoucký kraj
5561,Přerov-Křenovice,808,Olomoucký kraj
5562,Přerov-Bohuslávky,808,Olomoucký kraj
5563,Přerov-Grymov,808,Olomoucký kraj
5564,Přerov-Dolní Nětčice,808,Olomoucký kraj
5565,Přerov-Hlinsko,808,Olomoucký kraj
5566,Přerov-Horní Nětčice,808,Olomoucký kraj
5567,Přerov-Kladníky,808,Olomoucký kraj
5568,Přerov-Horní Újezd,835,Olomoucký kraj
5569,Přerov-Špičky,835,Olomoucký kraj
5570,Přerov-Týn nad Bečvou,808,Olomoucký kraj
5571,Šumperk-Petrov nad Desnou,809,Olomoucký kraj
5572,Šumperk-Šumperk,809,Olomoucký kraj
5573,Šumperk-Bludov,809,Olomoucký kraj
5574,Šumperk-Bohdíkov,809,Olomoucký kraj
5575,Šumperk-Bohuslavice,809,Olomoucký kraj
5576,Šumperk-Bohutín,809,Olomoucký kraj
5577,Šumperk-Branná,809,Olomoucký kraj
5578,Šumperk-Brníčko,809,Olomoucký kraj
5579,Šumperk-Bušín,809,Olomoucký kraj
5580,Šumperk-Dlouhomilov,809,Olomoucký kraj
5581,Šumperk-Dubicko,809,Olomoucký kraj
5582,Šumperk-Hanušovice,809,Olomoucký kraj
5583,Šumperk-Horní Studénky,809,Olomoucký kraj
5584,Šumperk-Hoštejn,809,Olomoucký kraj
5585,Šumperk-Hrabišín,809,Olomoucký kraj
5586,Šumperk-Hynčina,809,Olomoucký kraj
5587,Šumperk-Jedlí,809,Olomoucký kraj
5588,Šumperk-Jestřebí,809,Olomoucký kraj
5589,Šumperk-Jindřichov,809,Olomoucký kraj
5590,Šumperk-Kamenná,809,Olomoucký kraj
5591,Šumperk-Klopina,809,Olomoucký kraj
5592,Šumperk-Kolšov,809,Olomoucký kraj
5593,Šumperk-Kosov,809,Olomoucký kraj
5594,Šumperk-Lesnice,809,Olomoucký kraj
5595,Šumperk-Leština,809,Olomoucký kraj
5596,Šumperk-Libina,809,Olomoucký kraj
5597,Šumperk-Líšnice,809,Olomoucký kraj
5598,Šumperk-Loštice,809,Olomoucký kraj
5599,Šumperk-Loučná nad Desnou,809,Olomoucký kraj
5600,Šumperk-Lukavice,809,Olomoucký kraj
5601,Šumperk-Malá Morava,809,Olomoucký kraj
5602,Šumperk-Maletín,809,Olomoucký kraj
5603,Šumperk-Mohelnice,809,Olomoucký kraj
5604,Šumperk-Moravičany,809,Olomoucký kraj
5605,Šumperk-Nový Malín,809,Olomoucký kraj
5606,Šumperk-Olšany,809,Olomoucký kraj
5607,Šumperk-Oskava,809,Olomoucký kraj
5608,Šumperk-Palonín,809,Olomoucký kraj
5609,Šumperk-Pavlov,809,Olomoucký kraj
5610,Šumperk-Písařov,809,Olomoucký kraj
5611,Šumperk-Police,809,Olomoucký kraj
5612,Šumperk-Postřelmov,809,Olomoucký kraj
5613,Šumperk-Rájec,809,Olomoucký kraj
5614,Šumperk-Rapotín,809,Olomoucký kraj
5615,Šumperk-Rohle,809,Olomoucký kraj
5616,Šumperk-Rovensko,809,Olomoucký kraj
5617,Šumperk-Ruda nad Moravou,809,Olomoucký kraj
5618,Šumperk-Sobotín,809,Olomoucký kraj
5619,Šumperk-Staré Město,809,Olomoucký kraj
5620,Šumperk-Sudkov,809,Olomoucký kraj
5621,Šumperk-Svébohov,809,Olomoucký kraj
5622,Šumperk-Štíty,809,Olomoucký kraj
5623,Šumperk-Úsov,809,Olomoucký kraj
5624,Šumperk-Velké Losiny,809,Olomoucký kraj
5625,Šumperk-Zábřeh,809,Olomoucký kraj
5626,Šumperk-Zvole,809,Olomoucký kraj
5627,Šumperk-Vikantice,809,Olomoucký kraj
5628,Šumperk-Janoušov,809,Olomoucký kraj
5629,Šumperk-Hrabová,809,Olomoucký kraj
5630,Šumperk-Kopřivná,809,Olomoucký kraj
5631,Šumperk-Třeština,809,Olomoucký kraj
5632,Šumperk-Jakubovice,809,Olomoucký kraj
5633,Šumperk-Postřelmůvek,809,Olomoucký kraj
5634,Šumperk-Dolní Studénky,809,Olomoucký kraj
5635,Šumperk-Hraběšice,809,Olomoucký kraj
5636,Šumperk-Rejchartice,809,Olomoucký kraj
5637,Šumperk-Nemile,809,Olomoucký kraj
5638,Šumperk-Vernířovice,809,Olomoucký kraj
5639,Šumperk-Chromeč,809,Olomoucký kraj
5640,Šumperk-Krchleby,809,Olomoucký kraj
5641,Šumperk-Mírov,809,Olomoucký kraj
5642,Šumperk-Bratrušov,809,Olomoucký kraj
5643,Šumperk-Vikýřovice,809,Olomoucký kraj
5644,Šumperk-Vyšehoří,809,Olomoucký kraj
5645,Šumperk-Šléglov,809,Olomoucký kraj
5646,Šumperk-Drozdov,809,Olomoucký kraj
5647,Šumperk-Stavenice,809,Olomoucký kraj
5648,Šumperk-Zborov,809,Olomoucký kraj
5649,Bruntál-Nová Pláň,801,Moravskoslezský kraj
5650,Bruntál-Velká Štáhle,801,Moravskoslezský kraj
5651,Bruntál-Dlouhá Stráň,801,Moravskoslezský kraj
5652,Bruntál-Mezina,801,Moravskoslezský kraj
5653,Bruntál-Moravskoslezský Kočov,801,Moravskoslezský kraj
5654,Bruntál-Staré Město,801,Moravskoslezský kraj
5655,Bruntál-Valšov,801,Moravskoslezský kraj
5656,Bruntál-Horní Životice,801,Moravskoslezský kraj
5657,Bruntál-Staré Heřminovy,801,Moravskoslezský kraj
5658,Bruntál-Tvrdkov,801,Moravskoslezský kraj
5659,Bruntál-Petrovice,831,Moravskoslezský kraj
5660,Bruntál-Dívčí Hrad,831,Moravskoslezský kraj
5661,Bruntál-Hlinka,831,Moravskoslezský kraj
5662,Bruntál-Slezské Pavlovice,831,Moravskoslezský kraj
5663,Bruntál-Malá Štáhle,801,Moravskoslezský kraj
5664,Bruntál-Stará Ves,801,Moravskoslezský kraj
5665,Bruntál-Andělská Hora,801,Moravskoslezský kraj
5666,Bruntál-Rudná pod Pradědem,801,Moravskoslezský kraj
5667,Bruntál-Ludvíkov,801,Moravskoslezský kraj
5668,Bruntál-Čaková,831,Moravskoslezský kraj
5669,Bruntál-Milotice nad Opavou,801,Moravskoslezský kraj
5670,Bruntál-Nové Heřminovy,801,Moravskoslezský kraj
5671,Bruntál-Oborná,801,Moravskoslezský kraj
5672,Bruntál-Býkov-Láryšov,831,Moravskoslezský kraj
5673,Bruntál-Bruntál,801,Moravskoslezský kraj
5674,Bruntál-Bílčice,801,Moravskoslezský kraj
5675,Bruntál-Bohušov,831,Moravskoslezský kraj
5676,Bruntál-Brantice,831,Moravskoslezský kraj
5677,Bruntál-Břidličná,801,Moravskoslezský kraj
5678,Bruntál-Dětřichov nad Bystřicí,801,Moravskoslezský kraj
5679,Bruntál-Dolní Moravice,801,Moravskoslezský kraj
5680,Bruntál-Dvorce,801,Moravskoslezský kraj
5681,Bruntál-Heřmanovice,831,Moravskoslezský kraj
5682,Bruntál-Holčovice,831,Moravskoslezský kraj
5683,Bruntál-Horní Benešov,801,Moravskoslezský kraj
5684,Bruntál-Horní Město,801,Moravskoslezský kraj
5685,Bruntál-Hošťálkovy,831,Moravskoslezský kraj
5686,Bruntál-Janov,831,Moravskoslezský kraj
5687,Bruntál-Jindřichov,831,Moravskoslezský kraj
5688,Bruntál-Jiříkov,801,Moravskoslezský kraj
5689,Bruntál-Karlova Studánka,801,Moravskoslezský kraj
5690,Bruntál-Karlovice,801,Moravskoslezský kraj
5691,Bruntál-Krasov,831,Moravskoslezský kraj
5692,Bruntál-Krnov,831,Moravskoslezský kraj
5693,Bruntál-Křišťanovice,801,Moravskoslezský kraj
5694,Bruntál-Leskovec nad Moravicí,801,Moravskoslezský kraj
5695,Bruntál-Lichnov,831,Moravskoslezský kraj
5696,Bruntál-Liptaň,831,Moravskoslezský kraj
5697,Bruntál-Lomnice,801,Moravskoslezský kraj
5698,Bruntál-Malá Morávka,801,Moravskoslezský kraj
5699,Bruntál-Město Albrechtice,831,Moravskoslezský kraj
5700,Bruntál-Osoblaha,831,Moravskoslezský kraj
5701,Bruntál-Razová,801,Moravskoslezský kraj
5702,Bruntál-Roudno,801,Moravskoslezský kraj
5703,Bruntál-Rusín,831,Moravskoslezský kraj
5704,Bruntál-Rýmařov,801,Moravskoslezský kraj
5705,Bruntál-Ryžoviště,801,Moravskoslezský kraj
5706,Bruntál-Slezské Rudoltice,831,Moravskoslezský kraj
5707,Bruntál-Světlá Hora,801,Moravskoslezský kraj
5708,Bruntál-Svobodné Heřmanice,801,Moravskoslezský kraj
5709,Bruntál-Široká Niva,801,Moravskoslezský kraj
5710,Bruntál-Třemešná,831,Moravskoslezský kraj
5711,Bruntál-Úvalno,831,Moravskoslezský kraj
5712,Bruntál-Václavov u Bruntálu,801,Moravskoslezský kraj
5713,Bruntál-Vrbno pod Pradědem,801,Moravskoslezský kraj
5714,Bruntál-Vysoká,831,Moravskoslezský kraj
5715,Bruntál-Zátor,831,Moravskoslezský kraj
5716,Frýdek-Místek-Nýdek,832,Moravskoslezský kraj
5717,Frýdek-Místek-Pržno,802,Moravskoslezský kraj
5718,Frýdek-Místek-Komorní Lhotka,832,Moravskoslezský kraj
5719,Frýdek-Místek-Janovice,802,Moravskoslezský kraj
5720,Frýdek-Místek-Košařiska,832,Moravskoslezský kraj
5721,Frýdek-Místek-Milíkov,832,Moravskoslezský kraj
5722,Frýdek-Místek-Bocanovice,832,Moravskoslezský kraj
5723,Frýdek-Místek-Bukovec,832,Moravskoslezský kraj
5724,Frýdek-Místek-Dolní Lomná,832,Moravskoslezský kraj
5725,Frýdek-Místek-Horní Lomná,832,Moravskoslezský kraj
5726,Frýdek-Místek-Písek,832,Moravskoslezský kraj
5727,Frýdek-Místek-Hrádek,832,Moravskoslezský kraj
5728,Frýdek-Místek-Metylovice,802,Moravskoslezský kraj
5729,Frýdek-Místek-Horní Domaslavice,802,Moravskoslezský kraj
5730,Frýdek-Místek-Raškovice,802,Moravskoslezský kraj
5731,Frýdek-Místek-Krásná,802,Moravskoslezský kraj
5732,Frýdek-Místek-Vojkovice,802,Moravskoslezský kraj
5733,Frýdek-Místek-Pazderna,802,Moravskoslezský kraj
5734,Frýdek-Místek-Nošovice,802,Moravskoslezský kraj
5735,Frýdek-Místek-Nižní Lhoty,802,Moravskoslezský kraj
5736,Frýdek-Místek-Dobratice,802,Moravskoslezský kraj
5737,Frýdek-Místek-Staré Město,802,Moravskoslezský kraj
5738,Frýdek-Místek-Staříč,802,Moravskoslezský kraj
5739,Frýdek-Místek-Pstruží,802,Moravskoslezský kraj
5740,Frýdek-Místek-Malenovice,802,Moravskoslezský kraj
5741,Frýdek-Místek-Dolní Tošanovice,802,Moravskoslezský kraj
5742,Frýdek-Místek-Vělopolí,832,Moravskoslezský kraj
5743,Frýdek-Místek-Třanovice,802,Moravskoslezský kraj
5744,Frýdek-Místek-Horní Tošanovice,802,Moravskoslezský kraj
5745,Frýdek-Místek-Řeka,832,Moravskoslezský kraj
5746,Frýdek-Místek-Smilovice,832,Moravskoslezský kraj
5747,Frýdek-Místek-Střítež,832,Moravskoslezský kraj
5748,Frýdek-Místek-Vyšní Lhoty,802,Moravskoslezský kraj
5749,Frýdek-Místek-Žabeň,802,Moravskoslezský kraj
5750,Frýdek-Místek-Návsí,832,Moravskoslezský kraj
5751,Frýdek-Místek-Vendryně,832,Moravskoslezský kraj
5752,Frýdek-Místek-Ropice,832,Moravskoslezský kraj
5753,Frýdek-Místek-Písečná,832,Moravskoslezský kraj
5754,Frýdek-Místek-Žermanice,802,Moravskoslezský kraj
5755,Frýdek-Místek-Soběšovice,802,Moravskoslezský kraj
5756,Frýdek-Místek-Pražmo,802,Moravskoslezský kraj
5757,Frýdek-Místek-Řepiště,802,Moravskoslezský kraj
5758,Frýdek-Místek-Sviadnov,802,Moravskoslezský kraj
5759,Frýdek-Místek-Frýdek-Místek,802,Moravskoslezský kraj
5760,Frýdek-Místek-Baška,802,Moravskoslezský kraj
5761,Frýdek-Místek-Bílá,802,Moravskoslezský kraj
5762,Frýdek-Místek-Brušperk,802,Moravskoslezský kraj
5763,Frýdek-Místek-Bruzovice,802,Moravskoslezský kraj
5764,Frýdek-Místek-Bystřice,832,Moravskoslezský kraj
5765,Frýdek-Místek-Čeladná,802,Moravskoslezský kraj
5766,Frýdek-Místek-Dobrá,802,Moravskoslezský kraj
5767,Frýdek-Místek-Dolní Domaslavice,802,Moravskoslezský kraj
5768,Frýdek-Místek-Fryčovice,802,Moravskoslezský kraj
5769,Frýdek-Místek-Frýdlant nad Ostravicí,802,Moravskoslezský kraj
5770,Frýdek-Místek-Hnojník,832,Moravskoslezský kraj
5771,Frýdek-Místek-Hrčava,832,Moravskoslezský kraj
5772,Frýdek-Místek-Jablunkov,832,Moravskoslezský kraj
5773,Frýdek-Místek-Kaňovice,802,Moravskoslezský kraj
5774,Frýdek-Místek-Kozlovice,802,Moravskoslezský kraj
5775,Frýdek-Místek-Krmelín,802,Moravskoslezský kraj
5776,Frýdek-Místek-Kunčice pod Ondřejníkem,802,Moravskoslezský kraj
5777,Frýdek-Místek-Lhotka,802,Moravskoslezský kraj
5778,Frýdek-Místek-Lučina,802,Moravskoslezský kraj
5779,Frýdek-Místek-Morávka,802,Moravskoslezský kraj
5780,Frýdek-Místek-Mosty u Jablunkova,832,Moravskoslezský kraj
5781,Frýdek-Místek-Ostravice,802,Moravskoslezský kraj
5782,Frýdek-Místek-Palkovice,802,Moravskoslezský kraj
